OBSNAME	PABI	BALN	CAMB	APIA	CART	TULI	BBET	BRAS	CARY	CHEN	BCOR	CUPR	CYPE	RDRY	ELAE	ERIC	FABA	FFAG	OFRA	PLAR	MMYR	ONAG	POXR	PAPA	PPIC	PPIN	PPLA	POAC	POLE	POLY	SPOP	FQUE	RANU	ROSA	SSAL	SAXI	SCRO	RTHA	ULMA
EBQ056	0	41.414	1.684	0	2.357	1.01	12.795	0	0	0	0	0	2.357	0	0	0.673	0	0	0	0	0	0	0	0	30.64	4.04	0	1.347	0	0	0	0	0	0	1.684	0	0	0	0
EBQ057	0	45.815	0.881	0	1.762	0.661	16.52	0	0	0	0	0	1.762	0	0	1.542	0	0	0	0	0	0	0	0	22.907	5.507	0	1.101	0	0	0	0	0	0.661	0.881	0	0	0	0
EBQ058	0	35.728	0.945	0	0.189	0.378	22.873	0	0	0.378	0	0.567	1.323	0	0	0.567	0	0	0	0.378	0.189	0	0	0	32.136	1.701	0	1.701	0	0	0	0.189	0	0.378	0.189	0	0	0	0.189
EBQ059	0	24.655	0.197	0	0.592	0.789	18.54	0	0	0.394	0	0.394	4.931	0	0	1.775	0	0	0.197	0.197	0.197	0	0	0	43.787	1.578	0	1.775	0	0	0	0	0	0	0	0	0	0	0
EBQ060	0	24.349	1.673	0	1.673	0.558	13.383	0	0	1.115	0	0.929	2.974	0	0	0	0	0	0	0	0.372	0	0	0	49.814	1.859	0.186	0.558	0	0	0	0	0	0	0.372	0	0	0	0.186
EBQ061	0	23.133	1.093	0	0.729	0.364	15.118	0	0	0.546	0	0.182	7.286	0	0	1.275	0.182	0	0	0.364	0.182	0	0	0	46.084	1.821	0	0.182	0	0	0	0.364	0	0	0.911	0	0	0	0.182
EBQ062	0	25.685	2.568	0	0.342	0.342	16.952	0	0	1.027	0	0.856	5.308	0	0	0.685	0	0	0.171	0	0.514	0	0	0	40.068	3.596	0	0.514	0	0	0.342	0.171	0	0.171	0.514	0	0	0	0.171
EBQ063	0	8.146	2.426	0	1.906	0	9.359	0	0	0.347	0	0	0.173	0	0	0.693	0	0	0	0.693	0.173	0	0.173	0	73.137	1.386	0	0.693	0	0	0	0	0	0	0.693	0	0	0	0
EBQ064	0	20.225	1.685	0	1.685	0.562	7.678	0	0	0.562	0	0.187	2.247	0	0	0.936	0	0	0.187	0.187	0	0	0	0	59.363	3.184	0	0.749	0	0	0	0.187	0	0	0.375	0	0	0	0
EBQ065	0	33.766	1.136	0	0	0	24.675	0	0	0.487	0	0.325	2.11	0	0	0.487	0	0.162	0	0	0.325	0	0	0	34.578	0.974	0	0.649	0	0	0	0.162	0	0.162	0	0	0	0	0
EBQ066	0	9.499	1.036	0	0.691	0	7.772	0	0	0.345	0	0.173	1.554	0	0	0.691	0	0	0	0.518	0	0	0	0	74.784	1.209	0	0.864	0	0	0.173	0.518	0	0	0	0	0	0	0.173
EBQ067	0	22.05	0.621	0	0.621	0	26.087	0	0	0.155	0	1.087	2.174	0	0	0.466	0.155	0	0	0	0	0	0	0	43.789	0.776	0.466	0.776	0	0	0	0	0	0.311	0.466	0	0	0	0
EBQ068	0.18	28.366	0.898	0	0.898	0.359	19.39	0	0	0.359	0	0.898	1.257	0	0	0.898	0.18	0	0.18	0.18	0	0	0	0	43.447	1.077	0	0.898	0	0	0.18	0.18	0	0.18	0	0	0	0	0
WB001	0	11.659	0.897	0	6.951	0.673	25.336	0	0	1.794	1.794	0.224	3.812	0	0	0	0	0	0.224	0.224	0	0	0	0	18.161	18.61	0	4.484	0	0	1.121	0.673	0	0	3.139	0	0	0.224	0
WB002	0	12.08	1.453	0	2.217	0.688	27.523	0	0	0.841	1.07	0	2.141	0	0	0.076	0	0	0.229	0.382	0	0	0	0	19.878	22.554	0	4.434	0	0	0.153	0.153	0	0.153	1.988	0	0	0	1.988
WB003	0	13.462	1.923	0	7.692	3.846	32.692	0	0	2.885	1.923	0	0	0	0	0	0	0	0	0	0	0	0	0	18.269	9.615	0	2.885	0	0	0	0.962	0	0	3.846	0	0	0	0
WB004	0	9.593	1.163	0	1.163	0.291	13.663	0	0	0.872	0	0	2.616	0	0	0.581	0	0	0	0.291	0	0	0	0	17.442	46.802	0	2.616	0	0	0.581	0.872	0	0	1.163	0	0	0	0.291
WB005	0	11.054	0.514	0	2.571	1.285	11.054	0	0	0.257	0.257	0	0	0	0	0	0	0	0	2.571	0	0	0	0	21.08	47.558	0	0.257	0	0	0	0.514	0	0.257	0.771	0	0	0	0
WB006	1.232	8.374	0.739	0	1.478	0.246	6.158	0	0	0.739	0	0	0	0	0	0	0	0	0.246	1.97	0	0	0	0	29.557	47.783	0	0.493	0	0	0.246	0.493	0	0	0.246	0	0	0	0
WB007	1.865	5.594	2.564	0	0.699	0.233	4.895	0	0	0.932	0.233	0.233	0.233	0	0	0	0	0	0.233	0.466	0	0	0	0	33.566	44.289	0	1.632	0	0	0.466	1.399	0	0.233	0.233	0	0	0	0
WB008	1.223	6.728	0.612	0	0.306	0.612	3.058	0	0	0.612	0	0	1.223	0	0	0	0	0	0.306	0	0	0	0	0	25.994	56.269	0	0.917	0	0	0.612	0.612	0	0	0.917	0	0	0	0
WB009	0.662	8.389	1.104	0	1.766	0.442	12.362	0	0	0.883	0	0	0.662	0	0	0	0	0	0.442	1.545	0.221	0	0	0	29.139	39.514	0	0.662	0	0	0.221	0.662	0	0.221	0.442	0	0	0.442	0.221
WB010	0.317	2.857	1.587	0	1.587	0	1.27	0	0	2.54	0	0	0.635	0	0	0	0	0	0.317	0	0	0	0	0	26.349	59.048	0	2.222	0	0	0	0.635	0	0	0.635	0	0	0	0
WB011	0.909	2.273	1.364	0	1.364	0.455	4.545	0	0	1.364	0	0	0	0	0	0	0	0	0	1.818	0	0	0	0	28.636	56.364	0	0.455	0	0	0	0.455	0	0	0	0	0	0	0
WB012	0.714	4.048	0.714	0	2.143	0.238	5	0	0	0.714	0.238	0	0	0	0	0	0	0	0	0.714	0	0	0	0	31.429	52.619	0	0.476	0	0	0	0.238	0	0	0.476	0	0	0	0.238
WB013	0.826	6.612	3.03	0	0.826	0	4.132	0	0	2.755	0	0	0.826	0	0	0	0	0	0	0	0	0	0	0	30.303	45.179	0	3.03	0	0	0	0.551	0	0.275	1.377	0	0	0	0.275
WB014	0	8.446	1.014	0	2.703	0	5.068	0	0	0.676	0	0	0.676	0	0	0	0	0	0	0	0	0	0	0	16.892	62.162	0	1.014	0	0	0	0.676	0	0	0.676	0	0	0	0
WB015	1.401	12.325	2.801	0	1.681	0	12.325	0	0	1.401	0	0	0.84	0	0	0	0	0	0	0.56	0	0	0.28	0	26.891	35.014	0	1.961	0	0	0.28	1.12	0	0.28	0.56	0	0	0.28	0
WB016	0.15	16.09	0.602	0.301	6.316	0.301	33.083	0	0	1.353	1.955	0.301	4.06	0	0.15	0	0	0	0	0	0.451	0	0	0	14.436	10.526	0	5.414	0	0	0	0.451	0	0.451	2.707	0.15	0	0.15	0.602
WB017	0.125	8.541	0.998	0	3.803	0.561	15.15	0	0	1.185	0.748	0.125	1.496	0	0	0	0	0	0	0	0.125	0	0	0	21.633	39.152	0	2.868	0	0	0	0.81	0.125	0.187	1.933	0	0	0.187	0.249
WB018	0	23.371	0.134	0	1.813	0.739	20.081	0	0	1.679	0	0.134	1.478	0	0	0	0	0	0.134	0.403	0.067	0	0	0	14.976	30.222	0	1.478	0	0	0.739	0.067	0.067	0.201	2.149	0.067	0	0	0
WB019	0	10.709	0.472	0	2.52	0	8.346	0	0	0.315	0	0	0.472	0	0	0	0	0	0	0	0	0	0	0	24.882	50.551	0	0.315	0	0	0	0.315	0	0	1.102	0	0	0	0
WB020	0	3.17	0.559	0	0.746	0	2.424	0	0	0.808	0	0.186	0	0	0	0	0	0	0	0.186	0	0	0	0	32.815	58.359	0	0.373	0	0	0	0	0	0	0.373	0	0	0	0
WB021	0.96	5.758	0	0	0.384	0.192	7.678	0	0	0	0.192	0	2.303	0	0	0	0	0	0	0.192	0.192	0	0	0	32.63	48.177	0	0.384	0	0	0	0	0.192	0	0.768	0	0	0	0
WB022	0	11.799	0	0	0.885	0.295	7.965	0	0.295	0	0	0	1.475	0	0	0.295	0	0	0	0	0	0	0	0	26.549	47.493	0	0.59	0	0	0.885	0	0	0.295	1.18	0	0	0	0
WB023	0	11.779	0	0	1.253	0	4.511	0	0	0.752	0	0	4.261	0	0	1.253	0	0	0	0	0	0	0	0	11.028	64.912	0	0	0	0	0.251	0	0	0	0	0	0	0	0
WB024	0	16.569	0	0.195	0.78	0	20.663	0	0	0.195	0.195	0	1.949	0	0	0	0	0	0	0.195	1.559	0	0	0	33.528	17.349	0	1.559	0	0	0.39	0	0.195	0.195	4.094	0.39	0	0	0
WB025	0	17.97	0	0	0.372	0.093	18.436	0	0.372	0.093	0	0.093	5.4	0	0	0.186	0	0	0	0	0.093	0.186	0.093	0	25.791	23.743	0	2.048	0	0	0.093	0	0.093	0.093	4.655	0.093	0	0	0
WB026	0	55.644	0	0	0.198	0.198	11.485	0	0	0.198	0	0	0.594	0	0	0.198	0	0	0	0	0.198	0	0	0	12.871	18.218	0	0	0	0	0	0	0	0	0.198	0	0	0	0
WB027	0.323	24.516	0	0	2.258	0	14.516	0	0	0	0	0	0	0	0	0.323	0	0	0	0	1.29	0	0	0	22.903	32.581	0	0.645	0	0	0	0	0	0.323	0	0	0	0.323	0
WB028	0.49	16.176	0	0	0	0	9.804	0	0	0	0	0	1.471	0	0	3.431	0	0	0	0	0	0	0	0	38.725	27.941	0	0.98	0	0	0	0	0	0	0.49	0.49	0	0	0
WB029	0	5.814	0	0	0.388	0.194	17.442	0	0	0	0	0	0.775	0	0	1.357	0	0	0	0.581	1.357	0	0	0	34.884	36.822	0	0	0	0	0	0	0.388	0	0	0	0	0	0
WB030	0	28.571	0	0	3.125	0.446	15.625	0	0	0	0	0	0.893	0	0	1.339	0	0	0	0	0	0.446	0	0	22.321	25	0	0.893	0	0	0	0	0	1.339	0	0	0	0	0
WB031	0	5.649	0	0	0	0	14.644	0	0	0	0	0	1.046	0	0	0.837	0	0	0	0.418	0	0.418	0	0	38.703	37.448	0	0	0	0	0	0	0	0.628	0	0.209	0	0	0
WB032	0	24.754	0.196	0	0.786	0.196	34.971	0	0	0	0	0	4.912	0	0	4.126	0.196	0	0	0	0	0	0	0	13.556	0	0	9.627	0	0	4.126	0	0	1.179	1.375	0	0	0	0
WB033	0	27.962	0	0	0.237	0	25.592	0	0.237	0	0	0	0.948	0	0	0.948	0	0	0	0	0.237	0	0	0	37.441	0	0	4.739	0	0	0.474	0	0	0.474	0.711	0	0	0	0
WB034	0.292	10.787	0	0	0	0.875	14.286	0	0	0	0.292	0	7.58	0	0	16.618	0	0	0	0	0.292	0	0	0	27.405	20.408	0	0	0	0	0	0	0.292	0.292	0.583	0	0	0	0
WB035	0	23.632	0	0	0.219	0	36.761	0	0	0	0	0	2.407	0	0	0.438	0	0	0	0	0	0	0	0	32.823	0	0	2.626	0	0	0.438	0	0	0	0.656	0	0	0	0
WB036	1.852	6.481	0	0	0	0	5.556	0	0	0	0	0	0.926	0	0	0	0	0	0	0	0	0	0	0	62.963	21.296	0	0	0	0	0	0	0	0	0.926	0	0	0	0
WB037	0	13.43	0	0	0.207	0	18.595	0	0	0	0.207	0	0.826	0	0	0.207	0	0	0	0	1.033	0	0	0	43.388	20.248	0	0.413	0	0	0	0	0	0.413	1.033	0	0	0	0
WB038	0	8.415	0	0	0.391	0	14.677	0.391	0	0	0	0	1.174	0	0	0.587	0	0	0	0.587	2.935	0	0	0	53.033	16.634	0	0.391	0	0	0	0	0	0.196	0.587	0	0	0	0
WB039	0	10.331	0	0.195	0	0	18.519	0	0	0	0	0	0.975	0	0.195	1.17	0	0	0	0	0.975	0	0	0	51.852	15.595	0	0	0	0	0	0	0	0	0.195	0	0	0	0
WB041	0	9.568	0	0	0	0.375	20.075	0	0	0	0	0	0.563	0	0	1.126	0	0	0	0.188	1.876	0	0	0	32.645	31.332	0	0.188	0	0	0	0	0	0	2.064	0	0	0	0
WB042	0	40.252	0	0	0.21	0	37.317	0.21	0	0	0	0	3.145	0	0	1.048	0	0	0	0	0	0	0	0	6.499	0	0	9.853	0	0	0	0	0	0.629	0.839	0	0	0	0
WB043	0	18.307	0	0	0	0	35.827	0	0	0	0	0	5.118	0	0	0.591	0	0	0	0	0.197	0	0	0	33.661	0.197	0	2.559	0	0	2.362	0	0	0	1.181	0	0	0	0
WB044	0	37.164	0	0	0.244	0	22.005	0	0	0	0	0	1.711	0	0	0.244	0	0	0	0	0	0	0	0	32.763	0	0	2.689	0	0	0.733	0	0	0	2.445	0	0	0	0
WB045	0	25.055	0	0	0.22	0	56.703	0	0	0	0	0	1.319	0	0	0.22	0	0	0	0	0	0	0	0	13.626	0	0	1.758	0	0	1.099	0	0	0	0	0	0	0	0
WB046	0	14.46	0	0	0.407	0	16.701	0.204	0	0	0	0	0.815	0	0	0.204	0	0	0	0	0	0	0	0	41.752	23.422	0	0.204	0	0	0.204	0	0	0.407	1.222	0	0	0	0
WB047	0	20	0	0	0	0	29.157	0	0	0	0	0	0.964	0	0	0.241	0	0	0	0	0	0	0	0	47.711	0.241	0	0.723	0	0	0.241	0	0	0	0.723	0	0	0	0
WB048	0	8.974	0	0	0.214	0.641	23.504	0	0.214	0	0	0	2.137	0	0	0.641	0	0	0	0	1.068	0	0	0	39.316	21.368	0.214	0	0	0	0	0	0	0.214	1.496	0	0	0	0
WB049	0	18.072	0	0	0.241	0	17.59	0	0	0	0	0	7.47	0	0	1.928	0	0	0	0	0	0	0	0	46.988	0.241	0	4.096	0	0	0.723	0	0	0	2.41	0.241	0	0	0
WB050	0	18.789	0	0	0.209	0	36.326	0	0	0	0	0	7.098	0	0	0.418	0	0	0	0	0	0	0	0	23.382	0	0	8.351	0	0	1.67	0	0	0.418	3.34	0	0	0	0
WB051	0	20.843	0	0	0.468	0	16.159	0	0	0	0	0	3.747	0	0	0.703	0	0	0	0	0	0	0	0	53.864	0.468	0	0.937	0	0	0.468	0	0	0	2.342	0	0	0	0
WB052	0	16.981	0	0	0.236	0	24.057	0	0	0	0	0	2.123	0	0	0	0	0	0	0	0	0	0	0	52.83	0.708	0	0.708	0	0	1.651	0	0	0	0.708	0	0	0	0
WB053	0	24.533	0	0	0	0	45.561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.907	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WB054	0	23.837	0	0	3.198	0.581	38.953	0	0	0	0	0	5.523	0	0	0.291	0	0	0	0	0.291	0	0.872	0	13.663	0	0	5.233	0	0	0	0	0.581	0.291	6.395	0	0	0.291	0
WB055	0	18.404	0	0	0.222	0.222	40.798	0	0	0	0	0	4.656	0	0	3.548	0	0	0	0	0.222	0	0	0	27.938	0	0	2.439	0	0	0.887	0	0	0	0.665	0	0	0	0
WB056	0	22.797	0	0	1.149	0	22.031	0	0	0	0	0	6.513	0	0	1.341	0	0	0	0	0	0	0	0	30.268	0.383	0	10.536	0	0.192	0.383	0	0.383	0	3.831	0	0	0.192	0
WB057	0	15.702	0	0	1.377	0	22.314	0.275	0	0	0	0.275	16.529	0	0	0.275	0	0	0	0	0	0	0	0	36.364	1.653	0	2.204	0	0	0.275	0	0.551	0.551	1.653	0	0	0	0
WB058	0	35.541	0	0	2.208	0	29.36	0	0	0	0	0.442	3.091	0	0.221	0.442	0	0	0	0	0	0	0.662	0	24.945	0.442	0	1.325	0	0	0	0	0.221	0	0.662	0.221	0	0.221	0
WB059	0	34.636	0	0	1.421	0.355	26.643	0	0	0	0	0.355	3.552	0	0	0.533	0	0	0	0	0	0.178	0.178	0	25.755	0.178	0	2.664	0	0	0	0	0	0.355	3.197	0	0	0	0
WB060	0	35.499	0	0	0.232	0	33.411	0	0	0	0	0	8.121	0	0	1.16	0	0	0	0	0	0	0.232	0	18.329	0	0	0.928	0	0	0	0	0	0.232	1.856	0	0	0	0
WB061	0	10.129	0	0	0	0	11.422	0	0	0	0	0	0.647	0	0	0.216	0	0	0	0.216	0	0	0	0	47.414	28.017	0	0	0	0	0	0	0	0	1.94	0	0	0	0
WB062	0	19.74	0	0	0	0	30.803	0	0	0	0	0	10.846	0	0	0.217	0	0	0	0	0	0	0	0	34.273	0	0	1.085	0	0	0.651	0	0	0.651	1.735	0	0	0	0
WB063	0	21.552	0	0	0	0	37.716	0	0	0	0	0	1.94	0	0	0.216	0	0	0	0	0	0	0	0	36.853	0	0	1.293	0	0	0	0	0	0	0.431	0	0	0	0
WB064	0	27.358	0	0	0.708	0	35.142	0	0	0	0	0	13.679	0	0	1.415	0	0	0	0	0	0	0	0	18.632	0	0	1.179	0	0	0	0	0.236	0.708	0.943	0	0	0	0
WB065	0	34.585	0	0	0.593	0	34.783	0	0	0	0	0	5.138	0	0	0.198	0	0	0	0	0	0	0	0	22.727	0	0	1.186	0	0	0	0	0	0.198	0.593	0	0	0	0
WB066	0	29.956	0	0	0.661	0	16.74	0	0	0	0	0	0.661	0	0	0.22	0	0	0	0	0	0.441	0	0	47.797	0	0	0.881	0	0	1.982	0	0	0	0.661	0	0	0	0
WB067	0	34.091	0	0	0.207	0	32.025	0	0	0	0	0	2.686	0	0	0.826	0.207	0	0	0	0	0.207	0	0	27.893	0	0	1.033	0	0	0	0	0	0.207	0.62	0	0	0	0
WB068	0	29.819	0	0	0.301	0	30.12	0	0	0	0	0	8.735	0	0	0.301	0	0	0	0	0	0	0	0	24.096	0	0	3.916	0	0	0	0	0	0.602	2.108	0	0	0	0
WB069	0	23.218	0	0	0.46	0	34.023	0	0	0	0	0	4.828	0	0	0.23	0	0	0	0	0	0	0	0	30.805	0	0	3.908	0	0	1.839	0	0	0	0.69	0	0	0	0
WB070	0	16.701	0	0	0	0	42.363	0	0	0	0	0	3.055	0	0	4.684	0	0	0	0	0.815	0	0	0	26.68	0	0	4.888	0	0	0	0	0	0.204	0.407	0.204	0	0	0
WB071	0	12.054	0	0	0	0	20.313	0	0	0	0	0	2.455	0	0	0	0	0	0	0	0	0	0	0	65.179	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WB072	0	33.663	0	0	0	0	30.693	0	0	0	0	0	5.941	0	0	0	0	0	0	0	0	0	0	0	29.703	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WB073	0	6.6	0	0	0	0	9.6	0	0	0	0	0	2	0	0	0.2	0.2	0	0	0.2	0	0	0	0	52	28.4	0	0	0	0	0	0	0	0	0.8	0	0	0	0
WB074	0	28.527	0	0	0	0.313	36.677	0	0	0	0	0	4.075	0	0	0.313	0	0	0	0	0	0	0	0	23.511	0	0	5.016	0	0	0	0	0	0	1.567	0	0	0	0
WB075	0	15.11	0	0	1.374	0	29.67	0	0	0	0	0	8.516	0	0	0	0	0	0	0	0	0.275	0	0	36.264	0.275	0	7.143	0	0	0	0	0	0.275	0.824	0.275	0	0	0
WB076	0	33.333	0	0	0.392	0.196	25.098	0	0	0	0	0	4.902	0	0	1.373	0	0	0	0	0	0	0.392	0	23.333	0	0	5.49	0	0	0.98	0	1.569	0	2.745	0.196	0	0	0
WB077	0	17.264	0	0	0	0	41.7	0	0	0	0	0.133	4.914	0	0	0.266	0	0	0	0	0	0	0	0	27.756	0.266	0	2.789	0	0	1.859	0	0	0.133	2.922	0	0	0	0
WB078	0	12.948	0	0	0.199	0	18.924	0	0	0	0	0	0.996	0	0	0.199	0	0	0	0.199	1.992	0	0	0	48.207	14.343	0	0	0	0	0.398	0	0	0.199	1.195	0.199	0	0	0
WB079	0	31.772	0	0	0.204	0.204	28.513	0	0	0	0	0	3.87	0	0	0.611	0	0	0	0	0	0	0	0	26.884	0	0	6.721	0	0	0.407	0	0.204	0	0.611	0	0	0	0
WB080	0	7.678	0	0	0.192	0	12.476	0	0	0	0	0	0.576	0	0	0.576	0	0	0	0.192	0.384	0	0	0	61.612	15.163	0.192	0	0	0	0	0	0.192	0	0.768	0	0	0	0
WB081	0	20.518	0	0	0	0	43.629	0	0	0	0	0.216	1.296	0	0	0.216	0	0	0	0	0	0	0	0	30.022	0	0	2.808	0	0	0.864	0	0	0	0.432	0	0	0	0
WB082	0	24.738	0	0	0	0	30.608	0	0	0	0	0	7.757	0	0	0.419	0	0	0	0	1.258	0	0	0	29.56	0	0	2.935	0	0	0.419	0	0	1.258	1.048	0	0	0	0
WB083	0	33.475	0	0	0.213	0	24.947	0	0	0	0	0	7.676	0	0	0.213	0	0	0	0	0	0	0	0	27.932	0	0	2.345	0	0	0.426	0	0	0.213	2.559	0	0	0	0
WB084	0	13.77	0	0	0.328	0	13.77	0	0	0	0	0	1.311	0	0	0.328	0	0	0	0	0	0	0	0	68.852	0	0	0.656	0.328	0	0	0	0	0	0.656	0	0	0	0
WB085	0	21.096	0	0.274	1.37	0	41.096	0	0.274	0	0	0	6.027	0	0	0	0	0	0	0	0	0	0	0	11.233	0	0	15.068	0	0	0	0	0	0	3.562	0	0	0	0
WB086	0	14.044	0	0	0	0	25.666	0	0	0.484	0	0	3.148	0	0.242	2.906	0	0	0	0	0.242	0	0.484	0	45.763	0	0	4.116	0	0	0	0	0.242	0	2.663	0	0	0	0
WB087	0	13.333	0	0	1.867	0	45.867	0	0	0.267	0	0	0	0.267	0	3.733	0	0	0	0	3.2	0	0	0	10.133	21.067	0	0	0	0	0	0	0	0	0.267	0	0	0	0
WB088	0	11.064	0	0	0.213	0	40.851	0.426	0	0	0	0	1.064	0	0	2.128	0	0	0	0	2.553	0	0	0	20.213	20.426	0.213	0	0	0	0	0	0	0.213	0.638	0	0	0	0
WB089	0	29.234	0	0	0.464	0.232	29.234	0	0.232	0	0	0	13.457	0.232	0	0.464	0	0	0	0	0	0	0.232	0	19.49	2.552	0	1.624	0	0	0.464	0	0	0	1.392	0.232	0	0.464	0
WB090	0	17.04	0	0	0	0	36.323	0	0	0	0	0	2.915	0	0	0	0	0	0	1.121	0	0	0	0	39.91	0	0	0.897	0	0	1.121	0	0	0	0.673	0	0	0	0
WB091	0	17.176	0	0	0	0	44.706	0	0	0	0	0	1.882	0	0	0.235	0.235	0	0	0.941	0.235	0	0	0	31.529	0	0	0.941	0	0	0.706	0	0	0.235	1.176	0	0	0	0
WB092	0	17.036	0	0	0	0.17	39.182	0	0	0	0	0	3.407	0	0	1.193	0	0	0	0	0	0	0	0	35.434	0	0	1.533	0	0	0.17	0	0.17	0	1.704	0	0	0	0
WB093	0	16.049	0	0	0	0	25.103	0	0	0	0	0	3.704	0	0	0	0	0	0	0	0	0.206	0	0	51.235	0.206	0	2.469	0	0	0	0	0	0.206	0.823	0	0	0	0
WB094	0	21.942	0	0	0	0	26.019	0	0	0	0	0	0.971	0	0	0.583	0	0	0	0.194	0.194	0	0	0	41.165	6.99	0	0.388	0	0	0	0	0	0.194	1.165	0.194	0	0	0
WB095	0	7.678	0	0	0.192	0	21.305	0	0	0	0	0.192	1.727	0	0	3.263	0	0	0	0.192	1.344	0	0	0	58.157	5.374	0	0	0	0	0.192	0	0	0.384	0	0	0	0	0
WB096	0	22.152	0	0	0.316	0	39.241	0	0	0	0	0	3.165	0	0	0.316	0	0	0	0	0.316	0	0.316	0	29.114	0	0	3.797	0	0	0.316	0	0	0	0.949	0	0	0	0
WB097	0	17.222	0	0	0	0	50.185	0	0	0	0	0	2.037	0	0	0.37	0	0	0	0.37	0.185	0	0	0	24.815	0	0	3.148	0	0	0.741	0	0	0	0.926	0	0	0	0
WB098	0	13.615	0	0	0.235	0.235	23.709	0	0	0	0	0	6.573	0	0	0.704	0	0	0	0	0.235	0	0	0	52.817	0	0	1.174	0	0	0.235	0	0	0	0.235	0.235	0	0	0
WB100	0	31.429	0	0	0.952	0	27.857	0.238	0	0	0	0	9.762	0.238	0	0.238	0	0	0	0	0	0	0.238	0	21.667	5.238	0	0.952	0	0	0	0	0	0.238	0.952	0	0	0	0
WB101	0	19.28	0	0	0	0	56.794	0	0	0	0	0	1.626	0	0	0	0	0	0	0	0.232	0	0	0	16.725	0	0	4.065	0	0	0	0	0	0.116	1.161	0	0	0	0
WB102	0	6.019	0	0	0	0	17.282	0	0	0	0	0.194	0.971	0	0	0.971	0	0	0	0.194	0.777	0	0	0	67.184	6.019	0	0	0	0	0	0	0	0.388	0	0	0	0	0
WB103	0	6.397	0	0	0	0	15.139	0	0	1.279	0	0	0.853	0	0	1.279	0	0	0	0	0.426	0	0	0	35.181	33.475	0	0	0	0	0.64	0	0	0	5.33	0	0	0	0
WB104	0	15.942	0	0	0	0	30.435	0	0	0	0	0	7.005	0	0	1.932	0	0	0	0	0	0	0	0	38.406	0	0	4.348	0	0	0.483	0	0	0.966	0.483	0	0	0	0
WB105	0	29.612	0	0	0.728	0	25.485	0	0	0	0	0	6.068	0	0	1.456	0	0	0	0.485	0	0	0.243	0	30.825	1.942	0	0	0	0	1.456	0	0	0.243	1.456	0	0	0	0
WB106	0	23.516	0	0	0	0	52.527	0	0	0	0	0	0.879	0	0	0.659	0	0	0	0	0.659	0	0	0	20.659	0	0	0.879	0	0	0	0	0	0	0.22	0	0	0	0
WB107	0	18.353	0	0	0.471	0.235	38.118	0	0	0	0	0	4.941	0	0	0.471	0	0	0	0	0.235	0	0	0	32	0	0	1.882	0	0	0.471	0	0	0.235	2.588	0	0	0	0
WB108	0	16.628	0	0	0.462	0.231	37.182	0	0	0	0	0	2.54	0	0	0.231	0	0	0	0	0.462	0	0	0	34.873	0	0	6.005	0	0	0	0	0	0	1.386	0	0	0	0
WB109	0	13.869	0	0	0	0	26.521	0	0	0	0	0.243	6.813	0	0.243	1.703	0	0	0	0.73	3.406	0	0	0	40.146	2.676	0	0.73	0	0	0.73	0	0	0.487	1.46	0	0	0.243	0
WB110	0	16.883	0	0	0	0	18.182	0	0	0	0	0	0	0	0.186	0	0.186	0	0	0.186	0.557	0	0	0	59.184	3.154	0	0	0	0	0	0	0	0.371	1.113	0	0	0	0
WB111	0	31.25	0	0	0	0	19.107	0	0	0	0	0	1.071	0	0	0.179	0	0	0	0	0.893	0	0	0	43.036	1.071	0	1.607	0	0	0	0	0	0	1.786	0	0	0	0
WB112	0	12.652	0	0	0.487	0.487	38.443	0	0.243	0	0	0	9.489	0	0	0.487	0	0	0	0	0	0	0	0	24.088	0.243	0	8.759	0	0	0.73	0	0	0	3.893	0	0	0	0
WB113	0	20.887	0	0	0.185	0	39.741	0	0	0	0	0	5.73	0	0	0.739	0	0	0	0	0.739	0	0	0	25.693	0	0	1.848	0	0	1.109	0	0.185	0.555	2.588	0	0	0	0
WB114	0	21.154	0	0	0	0	42.885	0	0	0	0	0	1.346	0	0	1.346	0	0	0	0	0.192	0	0	0	27.885	0	0	1.538	0	0	0	0	0	0.385	3.269	0	0	0	0
WB115	0	20.228	0	0	0	0.285	21.083	0	0	0	0	0	7.977	0	0	0.285	0	0	0	0.285	0	0	0	0	46.724	0.855	0	0	0	0	0	0	1.994	0	0.285	0	0	0	0
WB116	0	27.984	0	0	0.391	0.196	40.313	0	0	0	0	0	4.697	0	0	0.783	0	0	0	0	0.196	0	0	0	16.634	0	0	5.284	0	0	0	0	0.196	0	3.327	0	0	0	0
WB117	0	29.047	0	0	0.222	0.222	35.698	0	0	0	0	0	4.656	0	0	0.887	0	0	0	0	0.222	0	0	0	22.395	0	0	4.213	0	0	0.222	0	0	0.665	1.552	0	0	0	0
WB118	0	12.05	0	0	0.18	0	33.813	0	0	0	0	0	6.835	0	0	2.518	0.36	0	0	0	0	0	0	0	37.77	0	0	4.137	0	0	0.18	0	0	1.079	1.079	0	0	0	0
WB119	0	22.688	0	0	0.175	0	38.394	0	0	0	0	0	3.141	0	0	0.873	0	0	0	0	0	0.175	0	0	27.923	0	0	5.41	0	0	0.349	0	0	0	0.873	0	0	0	0
