stations	Aand	Atax	Btep	Bspo	Iacu	Ipal	Ipar	Ipat	Isph	Istr	Ipli	Ivel	Ijap	Lmac	Mcho	Nlab	Nrig	Ocen	Oisr	Ojan	Olon	Ogig	Pzoh	Pret	Smem	Sdel	Selo	Sram	Sbel	Sben	Sbul	Slaz	Smir	Sgra	Spac	Sspp	Tpel	Pdal	Stri	Imin	Imic	Ibre	Ekar	Bspp	Dubr	Peri	Lspp	Snep	Xxan	Squa	Pnud	Tapp	Tvar	Vcal	Vspi	Pame	Qcon	Psch	Parc	Pkof	Gymn	Eacu	Egra	Edel	Etra	Espp	Sste	Sbif	Cysa	Tvan	Dcha
1.637	0	0	3.1996800319968	0	0	9.5990400959904	0	0	0	0	0	0	0	0	0	82.7917208279172	0	863.013698630137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.1961803819618	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1996800319968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.674	0	19.2019201920192	57.7057705770577	0	0	38.5038503850385	0	0	0	0	0	0	0	0	0	153.815381538154	0	701.970197019702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.8028802880288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.528	0	0	5.6	0	0	5.6	0	0	0	0	0	0	0	0	0	35.6	0	887.6	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	1.9	0	0	0	0	59.9	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.324	0	0	0	0	0	21	0	0	3	0	0	0	0	0	0	51.1	0	906.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5.543	0	0	0	0	0	30.996900309969	0	0	0	0	0	0	0	0	0	46.3953604639536	0	882.311768823118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.2990700929907	0	0	6.1993800619938	0	24.7975202479752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6.898	0	0	0	0	0	62.1062106210621	0	0	3.4003400340034	0	0	0	0	0	0	103.410341034103	0	789.77897789779	0	0	0	0	0	0	0	0	10.3010301030103	0	0	0	0	0	6.9006900690069	0	0	6.9006900690069	0	17.2017201720172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7.754	0	4.7	4.7	0	0	56.3	0	0	0	0	0	0	0	0	0	173.7	0	690.1	0	0	0	0	0	0	0	0	9.4	9.4	0	0	0	0	4.7	0	0	9.4	0	37.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8.49	0	0	0	0	0	4.6995300469953	0	0	0	0	0	0	0	0	0	301.869813018698	0	627.337266273373	0	0	0	0	0	0	4.6995300469953	0	14.1985801419858	9.3990600939906	0	0	0	0	0	0	0	18.8981101889811	0	18.8981101889811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10.09	0	0	0	0	0	25.002500250025	0	0	3.6003600360036	0	0	0	0	0	0	482.148214821482	0	439.343934393439	0	0	0	0	0	0	0	0	7.1007100710071	21.4021402140214	0	0	0	0	7.1007100710071	0	0	14.3014301430143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
