stations	Latitude	Longitude
1476	16.648	-99.562
1477	16.844	-99.9
1478	16.155	-98.108
1480	74.26	-90.99
1481	71.27	-137.18
1482	64.15	-51.431
1483	68.864	-53.328
1484	69.17	-51.395
1485	63.565	-54.494
1486	64.449	-52.783
1487	68.082	-58.057
1488	70.969	-61.301
1489	69.03	-59.32
1490	68.996	-59.772
1491	70.996	-58.768
1492	70.091	-52.893
1493	61.464	-58.036
1495	75.469	-70.635
1496	77.288	-74.343
1497	76.979	-71.891
1498	76.329	-71.421
1499	76.573	-73.955
1500	75.579	-78.63
1501	74.023	-77.116
1502	74.092	-78.719
1503	68.228	-57.618
1504	70.462	-64.657
1505	76.129	-72.358
1506	76.033	-74.383
1507	76	-73.167
1508	75.8	-69.333
1509	75.75	-68.467
1510	75.392	-73.567
1511	73.783	-74.133
1512	73.95	-73.083
1513	74.133	-72.133
1514	74.783	-69.633
1515	75.233	-68.083
1516	75.65	-67
1517	75.8	-66.55
1518	75.447	-71.85
1519	75.925	-71.05
1520	75.467	-69.083
1521	75.337	-69.917
1522	75.203	-70.742
1523	74.933	-72.333
1524	74.85	-75.85
1525	74.717	-73.783
1526	74.617	-72
1527	74.55	-71
1528	74.433	-70.15
1529	74.767	-67.75
1531	73.688	-64.562
1532	73.7	-66.998
1533	72.202	-65.972
1534	77	-74.083
1535	76.667	-74.083
1536	76.233	-70.5
1537	76.158	-71.4
1538	75.617	-70.083
1539	75.55	-71
1540	75.467	-71.867
1541	75.283	-74.45
1542	75.217	-75.3
1543	75.008	-72.717
1544	75.667	-71.4
1545	68.4	-55.9
1546	69.16	-51.53
1547	69.22	-51.94
1548	69.26	-52.42
1549	68.34	-56.74
1550	69.93	-63.06
1551	77.622	8.989
1552	75.982	8.323
1553	75.995	11.002
1554	77.995	4.124
1555	78.167	6.546
1556	78.136	8.507
1558	75.931	6.827
1559	76.806	11.994
1560	77.996	5.973
1561	76.002	12.891
1562	77.353	11.165
1563	75.989	13.645
1564	77.627	9.935
1565	75.996	4.326
1567	46.97	156.98
1568	49.61	160.38
1569	51.86	163.16
1570	52.7	164.92
1571	51.9	166.49
1572	51.27	167.7
1575	52.74	179.85
1576	53.11	178.9
1577	54.05	179.09
1578	54.98	177.96
1579	59.51	-179.85
1580	60.13	-179.44
1581	57.65	-175.68
1582	54.79	-170.33
1583	54.57	-168.81
1585	53	-157.19
1590	49.68	-152.55
1591	45.5	-158.5
1593	40.89	-177.68
1596	38.04	169.28
1597	38.01	164.45
1598	38	162.68
1602	48.36	146.03
1603	51.15	145.31
1604	53.86	146.75
1605	51.69	149.07
1606	51.91	152.27
1607	48.17	146.18
1608	48.3	146.13
1609	52.84	144.79
1610	49.34	150.5
1611	62.01	-175.05
1612	62.39	-174.57
1613	63.02	-173.46
1614	54.4	145.14
1615	54.39	145.92
1616	45.44	144.11
1617	47.98	146.16
1618	48.61	146.12
1619	54.47	141.97
1620	54.9	141.97
1621	54.88	142.87
1622	54.88	145.27
1623	53.44	146.09
1624	53.22	146.25
1625	51.99	154.04
1626	52.02	153.58
1627	50.45	154.77
1628	50.23	154.29
1629	49.36	152.9
1630	47.96	151.88
1631	47.66	149.77
1632	45.55	144.31
1633	53.83	144.24
1634	54.5	144.21
1635	67.383	-165.392
1636	67.3	-166.083
1637	66.833	-166.567
1638	67.392	-167.333
1639	67.992	-166.975
1640	67.55	-168.008
1641	67.917	-167.6
1642	68.867	-168.25
1643	69.683	-170.25
1644	68.867	-170.817
1645	60.383	-177.433
1646	61.867	-172.583
1647	62.668	-174.365
1648	61.8	-175.433
1649	67.578	-169.148
1650	60.138	-173.908
1651	59.448	-171.9
1652	57.575	-166.797
1653	56.91	-165.14
1654	55.6	-165.288
1655	60.032	-175.145
1656	58.707	-169.523
1657	56.763	-167.742
1658	57.453	-171.483
1659	54.9767	144.7517
1660	74.617	160
1661	70.65	170
1662	71.117	177.5
1663	56.95569	-136.42782
1664	59.43988	-140.25412
1665	60.66288	-147.70812
1666	67.467	-170.367
1667	67.583	-173.408
1668	69.417	-173.25
1669	69.892	-174.442
1670	69.8	-176.65
1671	69.75	179.8
1672	70.175	-179.567
1673	70.633	-179
1674	69.633	-171
1675	70.45	175
1676	70.917	175
1677	71.417	174.95
1678	71.167	170
1679	69.833	165.017
1680	71.75	155.033
1681	62.008	-177
1682	69	-176
1683	68.033	-170
1684	68.033	-171
1685	68.483	-169.017
1686	68.017	-169.033
1687	68.033	-172.067
1688	70.767	-167.65
1689	70.75	-165.5
1690	70.733	-164.5
1691	70.717	-163.5
1692	71.25	-160.5
1693	69.8	-166.5
1694	69.783	-168.467
1695	69.25	-169.367
1696	69.267	-167.467
1697	68.733	-167.5
1698	67.217	-168.533
1699	67.09	-164.483
1700	72.9	-158.43
1701	72.7	-157.45
1702	74.49	-159.87
1703	77.25	-157.04
1705	80.49	7.77
1706	56.9856	-135.47902
1707	71.25	-159.5
1708	59.05	-63.87
1709	59.09	-63.43
1710	58.32	-63.54
1711	58.48	-63.22
1712	58.5	-62.69
1713	57.47	-62.44
1714	57.57	-62.06
1715	57.57	-62.05
1716	57.57	-61.94
1717	57.61	-61.9
1718	56.44	-61.99
1719	56.42	-61.74
1720	56.4	-61.22
1721	27.6375	-92.1995
1723	28.083	-89.4892
1724	28.6267	-88.2248
1725	29.0015	-87.119
1726	28.8373	-88.6592
1727	28.8377	-86.6592
1728	23.878	-82.4433
1729	27.321	-82.6136
1730	27.2334	-82.6289
1731	27.2002	-82.6668
1732	27.1168	-82.9
1734	27.3322	-82.5886
1735	27.2918	-83.1503
1736	27.3049	-82.6284
1737	27.3049	-82.6
1738	27.305	-82.6216
1739	27.32	-82.6573
1740	18.8584	-95.9111
1741	18.847	-95.9225
1742	18.8365	-95.9323
1743	18.8153	-95.8588
1744	18.7979	-95.8579
1745	18.7248	-95.8222
1746	18.6281	-91.8271
1747	18.5904	-91.5617
1748	18.7809	-91.47
1749	18.973	-94.682
1750	19.1647	-94.896
1751	19.064	-94.8777
1752	19.0048	-94.9267
1753	19.1595	-94.992
1754	19.0743	-94.9897
1755	19.1603	-94.0688
1756	30.35	-11.08
1757	30.86	-11.07
1758	31.49	-11.01
1759	32.01	-11.94
1760	32.47	-13.66
1761	30.19	-10.82
1762	29.6	-10.95
1763	29.78	-11.19
1764	30.03	-11.55
1765	29.01	-12.46
1766	29.47	-12.99
1767	28.72	-13.01
1768	28.49	-13.18
1769	-0.33	8.55
1770	-0.33	8.47
1771	-0.33	8.3
1772	-0.72	6.93
1773	-0.2	6
1774	-0.22	6.02
1776	2.67	6.05
1777	3.15	6.28
1778	3.38	6.4
1779	3.53	6.48
1780	3.62	6.5
1781	3.72	6.48
1782	3.9	6.48
1783	4.8	3.4
1784	5.5	3.77
1785	6.02	3.6
1786	6.07	3.63
1787	6.1	3.67
1788	6.17	3.7
1789	5.55	1.15
1790	5.72	1.15
1791	5.77	1.15
1792	5.32	1.15
1793	5.32	1.15
1794	4.65	1.18
1795	3.67	0.73
1796	4.15	-1.08
1797	4.23	-1.15
1798	4.32	-1.15
1799	4.33	-1.13
1800	4.35	-1.15
1801	4.35	-1.15
1802	4.38	-1.15
1803	4.42	-1.13
1804	4.97	-1.13
1805	4.67	-1.78
1806	4.77	-2.2
1807	4.67	-2.23
1808	4.55	-2.3
1809	4.5	-2.3
1810	4.43	-2.33
1811	4.38	-2.37
1812	4.32	-2.38
1813	4.97	-4.52
1814	3.8	-2.85
1815	3.72	-3.05
1816	4.95	-4.55
1817	4.8	-4.58
1818	4.47	-4.67
1819	4.47	-6.43
1820	4.43	-6.43
1821	4.33	-6.4
1822	4.23	-6.35
1823	4.43	-9.27
1824	4.13	-9.73
1826	7.62	-15.17
1827	8.1	-14.72
1828	8.28	-14.53
1829	8.32	-14.48
1830	8.37	-14.43
1831	8.75	-16.78
1832	9.25	-16.85
1833	16.93	-17.92
1834	9.88	-17.87
1835	9.97	-19.25
1837	12.25	-21.4
1838	12.67	-21.28
1839	14.42	-20.57
1949	43.63	-54.55
1950	44.16	-54.27
1951	44.72	-54.65
1952	42.84	-49.23
1953	42.97	-49.47
1955	50.21	-45.69
1956	49.99	-45.59
1957	68.31	-63.8
1958	71.69	-69.11
1959	71.86	-70.95
1960	69.52	-64.65
1961	67.61	-61.97
1962	67.47	-63.59
1963	70.64	-66.25
1964	70.7	-66.39
1965	71.87	-70.87
1966	71.92	-70.46
1967	72.43	-72.77
1968	72.81	-77.68
1969	72.85	-77.44
1970	72.82	-77.43
1971	71.4	-70.15
1972	71.92	-70.41
1973	72.46	-72.91
1974	70.21	-65.32
1975	68.15	-63.67
1976	67.78	-59.58
1977	68.14	-57.27
1978	68.4	-55.97
1979	68.83	-54.44
1980	68.82	-53.03
1981	69.23	-52.3
1982	69.33	-51.66
1983	69	-51.74
1984	69.25	-51.28
1985	67.7	-58.05
1986	66.17	-57.12
1987	66.92	-56.83
1988	70.82	-54.48
1989	71.69	-58.96
1990	71.91	-59.28
1991	71.09	-57.57
1992	71.18	-56.6
1993	71	-56.48
1994	70.42	-57.84
1995	70.53	-57.77
1996	69.75	-51.57
1997	69.96	-51.71
1998	70.59	-55.07
1999	70.75	-54.88
2000	61.27	-60.87
2001	61.34	-61.12
2002	63.44	-51.78
2003	62.97	-51.61
2004	62.97	-51.3
2005	64.19	-54.17
2006	65.21	-55.53
2007	61.609	-20.703
2008	64.46567	-52.927
2009	64.36133	-52.96167
2010	70.76017	-56.75433
2011	73.26533	-57.84917
2012	73.58767	-58.09417
2013	75.99	-66.31817
2014	75.98167	-65.4445
2015	75.83317	-62.5165
2016	75.76833	-64.14283
2017	73.98417	-61.79417
2018	75.22367	-59.822
2019	75.12483	-60.287
2020	75.00217	-58.7225
2021	73.69567	-57.24067
2022	72.8235	-60.04717
2023	63.554	-52.22
2024	62.98	-51.5
2025	61.75	-53
2026	59.94	-65.94
2027	60.93	-65.97
2028	58.36	-57.47
2029	58.76	-61.88
2030	57.66	-60.87
2031	56.25	-59.68
2032	54.48	-56.07
2033	54.41	-56.01
2034	54.57	-50.68
2035	48.35	-51.31
2036	48.55	-62.25
2037	49.29	-63.99
2038	49.5	-66
2039	49.12	-67.28
2040	48.64	-68.63
2041	50.04	-66.38
2042	50.22	-58.47
2043	58.49	-63.15
2044	61.3	-71.06
2045	63.05	-74.32
2046	61.1	-66.69
2047	59.05	-63.65
2048	79.2036	4.6688
2049	80.3855	-6.9415
2050	81.4646	-8.4388
2051	81.217	-7.3413
2052	81.52	-6.59
2053	81.74	-8.14
2054	80.9097	-6.3816
2055	80.481	-8.4873
2056	80.3698	-9.9756
2057	79.3438	-3.0533
2058	76.9637	-3.447
2059	76.9635	-3.449
2060	75.7398	-3.1508
2061	75.084	-6.812
2062	75.085	-6.8126
2063	48.81	-53.41
2064	47.85	-53.58
2065	48.06	-53.33
2066	47.24	-54.61
2067	47.14	-54.55
2068	46.99	-54.7
2069	65	-59
2070	64	-58
2071	68.84	-66.27
2072	62.54	-52.63
2073	52.96	-51.29
2073.1	68.97	-59.57
2075	64.96	-56.44
2076	60.505	-47.16667
2077	63.51667	-52.50667
2078	63.56667	-52.09333
2079	62.87333	-52.04833
2080	62.60833	-50.94333
2081	62.49333	-50.70167
2082	64.555	-53.005
2083	64.91333	-52.97167
2084	65.9933	-56.515
2085	66.495	-54.45333
2086	68.25	-57.205
2087	68.56333	-54.72
2088	68.625	-53.94833
2089	68.655	-54.165
2090	68.335	-55.345
2091	68.355	-56.575
2092	68.76	-57.56167
2093	69.06	-57.19167
2094	69.5	-57.16667
2095	47.2615166667	-61.35795
2096	47.2934	-61.3098
2097	47.3948	-61.3787666667
2098	47.3635333333	-61.51935
2099	47.34605	-61.6805333333
2100	48.0509	-60.3894
2101	48.0135833333	-60.3957
2102	48.0479166667	-60.3457
2103	48.1201666667	-60.3235333333
2104	48.1362666667	-60.4156
2105	77.2791	-74.3571333333
2106	76.3547333333	-77.5429
2107	76.3143833333	-71.1124666667
2108	74.951	-67.31833
2109	63.367	-58.42033
2110	63.34667	-58.3405
2111	63.34733	-58.38983
2112	76.41	173.88
2113	79.23	152.68
2115	56.89	-52.69
2116	54.29	-48
2117	53.38	-50.25
2118	52.67	-51.97
2119	62.55	-56.47
2120	79.6311	-6.0598
2121	80.051	-8.9691
2122	79.8266	-12.4892
2123	78.5024	-17.3139
2124	77.1272	-10.6607
2125	74.3076	-20.2956
2127	72.05	-119.78
2128	59.05	-63.86
2132	70.3	-66.09
2134	74.12	-83.37
2140	71.43	-70.44
2142	56.89	-52.69
2144	68.4902	-103.4189
2145	68.3142	-102.9448
2146	68.3103	-101.7655
2147	68.3165	-100.8032
2148	71.4595	-101.2724
2149	71.8692	-102.7247
2150	60.23	-46.97
2151	69.51	-55.99
2152	69.5	-54.91
2153	69.66	-55.6
2154	69.15	-53.42
2155	68.84	-52.34
2156	69.05	-52.43
2157	68.13	-54.21
2158	62.05	-50.82
2160	59.51	-45.41
2161	66.63	-54.21
2163	68.491666	-54.021666
2164	62.383333	-50.8316666
2165	59.8143	-39.7987
2166	57.7117	-48.0115
2167	58.0472	-47.0393
2168	58.6035	-46.3795
2169	66.6255	-20.8527
2170	67.8609	-21.8816
2171	70.1269	-17.6632
2172	70.8225	-17.0798
2173	73.138	-15.6746
2174	73.1875	-16.5209
2175	73.2422	-16.2959
2176	74.9478	-11.9217
2177	75.0313	-10.9469
2178	75.0035	-8.8206
2179	74.1396	-10.3409
2180	72.0716	-15.751
2181	70.8279	-19.1128
2182	70.8392	-19.4317
2183	70.796	-19.509
2184	70.1835	-20.3786
2185	69.0645	-21.2941
2186	68.962	-21.14
2187	68.9028333333	-59.4758333333
2188	68.8958333333	-59.4113333333
2189	68.8841666667	-59.3153333333
2190	76.9183333333	-71.9608333333
2191	76.655	-71.4635
2192	76.5811666667	-71.6816666667
2193	76.5535	-71.4303333333
2194	76.3626666667	-71.3446666667
2195	76.503	-71.6371666667
2196	76.4748333333	-71.6536666667
2197	73.545	-66.9101666667
2198	73.748	-70.9235
2199	73.8261666667	-72.4785
2200	73.8308333333	-72.5705
2201	74.0735	-77.4506666667
2202	70.0648333333	-70.0493333333
2203	69.903	-70.2258333333
2204	69.9831666667	-69.9576666667
2205	70.1418333333	-69.7395
2206	70.1691666667	-69.6383333333
2207	70.2225	-69.0003333333
2208	70.4613333333	-67.9726666667
2209	70.6045	-67.8938333333
2210	70.6946666667	-67.697
2211	29.1783	-89.75
2212	29.1333	-89.75
2213	29.07	-89.75
2214	28.95	-90.5243
2215	28.8697	-90.4673
2216	28.7883	-90.2766
2217	28.7167	-90.8333
2218	28.7417	-91.25
2219	28.8833	-91.6167
2220	28.9833	-92
2221	29.1583	-92.3833
2222	29.175	-92.75
2223	29.2917	-93.0833
2224	29.325	-93.4167
2225	28.9933	-90.0767
2226	28.7167	-90.8333
2227	28.7417	-91.25
2228	28.9833	-92
2229	28.8697	-90.4673
2230	28.7167	-90.8333
2231	28.7417	-91.25
2232	28.9833	-92
2233	29.2917	-93.0833
2234	29.0917	-89.5
2235	29.0333	-89.5333
2236	28.9833	-89.5667
2237	28.95	-89.575
2238	29.2392	-89.75
2239	29.07	-89.75
2240	28.94183333	-89.74966667
2241	29.0275	-90.1208
2242	28.8686	-90.4903
2243	28.7167	-90.8333
2244	29.273095	-91.61704
2245	28.8833	-91.6167
2246	28.5833	-91.6167
2247	29.175	-92.75
2248	29.325	-93.4167
2249	29.00149	-93.70985
2250	38.635	-75.121
2251	38.6847	-75.1014
2252	38.8002	-75.1337
2253	42.548	-70.8351
2254	42.5896	-70.665
2255	41.83	-70.3128
2256	41.8766	-70.2528
2257	41.9928	-70.3293
2258	42.0112	-70.2697
2259	41.4418	-70.8991
2260	41.5134	-70.8481
2261	41.551	-71.0607
2262	41.5844	-70.7947
2263	41.6555	-70.744
2264	41.7339	-70.7124
2265	41.4331	-70.6015
2266	41.5571	-70.5257
2267	41.6133	-70.4574
2268	41.7201	-69.9858
2269	42.3483	-71.0535
2270	43.6359	-70.0359
2271	43.6517	-70.1359
2272	43.7843	-69.9748
2273	43.8324	-70.0974
2274	43.8527	-69.8677
2275	44.1199	-68.9373
2276	44.2009	-68.8516
2277	44.2465	-69.0285
2278	44.307	-68.7598
2279	44.1916	-68.3521
2280	44.4027	-68.8905
2281	44.4338	-68.4469
2282	44.5114	-68.79
2283	44.4722	-68.4226
2284	43.8128	-69.7
2285	43.9801	-69.4288
2286	44.4494	-68.249
2287	44.5277	-67.8441
2288	44.669	-67.3461
2289	43.0005	-70.9392
2290	38.9921	-74.8327
2291	39.0912	-74.7386
2292	39.3701	-74.4774
2293	39.4437	-74.4543
2294	39.6404	-74.2051
2295	38.9723	-74.9821
2296	40.6177	-73.4208
2297	40.8601	-72.4805
2298	40.9311	-72.5175
2299	41.0001	-72.4115
2300	41.1076	-72.193
2301	41.5148	-71.3656
2302	41.5968	-71.3662
2303	41.6585	-71.4442
2304	41.6208	-71.3576
2305	41.6672	-71.3719
2306	41.7005	-71.2201
2307	41.722	-71.2621
2308	41.7316	-71.1461
2309	41.7714	-71.3191
2310	41.2621	-72.0086
2311	46.232	-63.541
2312	46.213	-63.539
2313	46.204	-63.536
2314	46.37	-62.284
2315	46.747	-64.166
2316	46.772	-64.119
2317	46.768	-64.072
2318	46.42	-63.4399972222
2319	46.4789998	-63.46
2320	46.4029998	-63.25
2321	46.415	-63.233
2322	46.3863006	-63.7644341667
2323	46.3795539	-63.7755822222
2324	46.576	-64.062
2325	46.0294814	-62.5607397222
2326	46.0324839	-62.5341469444
2327	46.1984742	-63.2022119444
2328	46.2163956	-63.150545
