Obsname	tdjf	tmam	tjja	tson	tjjas	tjan	tfeb	tmar	tapr	tmay	tjun	tjul	taug	tsep	toct	tnov	tdec	ptotal	pdjf	pmam	pjja	pson	pjjas	pjan	pfeb	pmar	papr	pmay	pjun	pjul	paug	psep	poct	pnov	pdec	sann	sdjf	smam	sjja	sson	sjjas	sjan	sfeb	smar	sapr	smay	sjun	sjul	saug	ssep	soct	snov	sdec	gdd0	gdd5	mipt	aaetpt	apetpt	miptev	aaetptev	apetptev	miptdc	aaetptdc	apetptdc
WB076	-16.5333333333333	-2.36666666666667	11.9333333333333	-3.96666666666667	10.35	-17.8	-15.2	-10.3	-2.5	5.7	11.5	13.3	11	5.6	-4.5	-13	-16.6	391	55	42	194	100	59.75	17	17	14	10	18	52	75	67	45	31	24	21	44.0083333333333	42.2666666666667	54.3	41.7333333333333	37.7333333333333	41.175	41.6	50.4	56.2	54.3	52.4	45.5	42.2	37.5	39.5	34.8	38.9	34.8	1377.6	659.6	0.9041	344.1728	380.6748	0.9098	327.0897	359.5267	0.8991	263.5247	293.085
WB077	-20.3666666666667	-2.03333333333333	13.2666666666667	-4.8	11.5	-22.2	-18.3	-11.4	-1.8	7.1	12.8	14.8	12.2	6.2	-4.5	-16.1	-20.6	238	19	28	147	44	42.75	6	5	4	4	20	51	56	40	24	12	8	8	41.375	35.7	52.3666666666667	42.5	34.9333333333333	41.725	34.5	45.3	53.6	52.6	50.9	45	43	39.5	39.4	31.8	33.6	27.3	1564.3	820.6	0.6033	238.2017	394.8338	0.637	237.8647	373.386	0.6287	199.3778	317.1488
WB078	-26.5333333333333	-7.46666666666667	12.9333333333333	-5.2	11.025	-29.2	-25.5	-19.3	-7	3.9	11.8	14.7	12.3	5.3	-3.5	-17.4	-24.9	297	51	49	118	79	36	17	15	16	13	20	32	43	43	26	29	24	19	39.0666666666667	26.6666666666667	51.9	51.4666666666667	26.2333333333333	47.325	23.6	41.3	49.7	54.5	51.5	51.9	53.9	48.6	34.9	23.4	20.4	15.1	1399.9	721.2	0.6566	253.3678	385.8736	0.6716	243.1641	362.0611	0.6638	200.1121	301.4746
WB079	-17.7	-3.6	10.8333333333333	-5.23333333333333	9.225	-18.9	-16.6	-11.6	-3.8	4.6	10.4	12.2	9.9	4.4	-5.8	-14.3	-17.6	369	54	42	191	82	57.25	18	16	14	10	18	54	75	62	38	23	21	20	43.175	41.5666666666667	53.6	40.7	36.8333333333333	40.15	40.9	49.9	55.7	53.7	51.4	44.4	41.2	36.5	38.5	33.9	38.1	33.9	1200.9	523.8	0.8504	309.3209	363.7255	0.8618	290.655	337.2756	0.8956	237.4762	265.1581
WB080	-26.8	-6.96666666666667	12.7	-6.3	10.725	-29.1	-25.8	-18.9	-6.3	4.3	12	14.3	11.8	4.8	-4.8	-18.9	-25.5	332	54	55	145	78	43	20	15	16	16	23	45	52	48	27	30	21	19	37.3166666666667	25.5666666666667	49.9333333333333	48.3	25.4666666666667	44.55	22.8	39.6	48.3	52.4	49.1	48.5	50.2	46.2	33.3	23.4	19.7	14.3	1370	696.8	0.8196	309.8446	378.0317	0.8484	299.651	353.1793	0.8762	258.0471	294.5123
WB081	-18.1666666666667	-2.43333333333333	12.9666666666667	-4.2	11.225	-19.5	-16.8	-11.1	-2.7	6.5	12.7	14.4	11.8	6	-4.4	-14.2	-18.2	358	49	45	183	81	56.5	16	16	14	13	18	45	61	77	43	22	16	17	43.8833333333333	41.9333333333333	54.1666666666667	42.1	37.3333333333333	41.4	40.8	50.6	56	54.3	52.2	45.9	42.5	37.9	39.3	35.2	37.5	34.4	1506	776.4	0.7589	294.8589	388.5258	0.7582	278.2694	367.0102	0.7294	225.1296	308.6584
WB082	-19.4666666666667	-5.16666666666667	11.7666666666667	-3.46666666666667	10.5	-19.9	-18.9	-14.2	-5.6	4.3	10.4	13.3	11.6	6.7	-3.7	-13.4	-19.6	370	55	55	165	95	53.75	18	20	21	19	15	31	54	80	50	24	21	17	45.2333333333333	46.6333333333333	54.3333333333333	41.5666666666667	38.4	41.15	41.7	55.9	57	54.5	51.5	45.3	42.3	37.1	39.9	37.9	37.4	42.3	1344.2	643.8	0.8322	302.6335	363.6396	0.8328	283.3649	340.2461	0.8032	224.3052	279.2706
WB083	-18.3666666666667	-2.5	12.9666666666667	-4.26666666666667	11.225	-19.7	-17	-11.2	-2.8	6.5	12.7	14.4	11.8	6	-4.5	-14.3	-18.4	354	48	44	182	80	56.25	16	15	14	13	17	45	60	77	43	21	16	17	43.8833333333333	41.9333333333333	54.1666666666667	42.1	37.3333333333333	41.4	40.8	50.6	56	54.3	52.2	45.9	42.5	37.9	39.3	35.2	37.5	34.4	1504.8	776.4	0.7989	310.3194	388.4283	0.8024	294.2857	366.7606	0.7685	235.5238	306.4564
WB084	-20.4333333333333	-1.96666666666667	13.5333333333333	-4.7	11.75	-22.2	-18.5	-11.5	-1.7	7.3	13.1	15.1	12.4	6.4	-4.4	-16.1	-20.6	228	16	25	145	42	42	5	4	3	3	19	50	55	40	23	11	8	7	41.425	35.6	52.5333333333333	42.6333333333333	34.9333333333333	41.85	34.3	45.3	53.7	52.8	51.1	45.2	43.2	39.5	39.5	31.7	33.6	27.2	1602	853.3	0.5758	228.1949	396.3328	0.6046	227.5036	376.3084	0.5937	189.9358	319.9368
WB085	-20.2666666666667	-1.83333333333333	13.7	-4.6	11.9	-22	-18.3	-11.4	-1.6	7.5	13.3	15.2	12.6	6.5	-4.4	-15.9	-20.5	227	16	25	145	41	42	5	4	3	3	19	50	55	40	23	11	7	7	41.575	35.8666666666667	52.6666666666667	42.7	35.0666666666667	41.925	34.5	45.5	53.9	52.9	51.2	45.3	43.3	39.5	39.6	31.7	33.9	27.6	1627.1	875.1	0.5708	227.1782	397.9962	0.599	226.4293	378.0168	0.5879	190.1784	323.4986
WB086	-18.9666666666667	-1.3	13.9333333333333	-4.2	12.15	-20.6	-17.1	-10.6	-1.2	7.9	13.5	15.5	12.8	6.8	-4.3	-15.1	-19.2	283	24	34	169	56	49	9	6	6	5	23	59	63	47	27	17	12	9	41.9666666666667	37	53	42.3666666666667	35.5	41.65	35.7	46.3	54.4	53.2	51.4	45.2	43	38.9	39.5	32	35	29	1674	912	0.7061	283.1026	400.95	0.7326	279.4197	381.4044	0.741	242.9392	327.8504
WB087	-28.3666666666667	-13.4	9.66666666666667	-6.73333333333333	8.125	-30.3	-28.6	-24.5	-13.4	-2.3	7.1	11.7	10.2	3.5	-5.3	-18.4	-26.2	270	41	42	109	78	34.75	12	11	14	12	16	27	38	44	30	28	20	18	40.3833333333333	29.4666666666667	55.5666666666667	53.2	23.3	47.75	26.6	44.4	53.7	55.9	57.1	56.9	54.8	47.9	31.4	17.7	20.8	17.4	938.4	388.5	0.6126	204.9582	334.551	0.6603	198.5551	300.6968	0.6614	148.4073	224.3731
WB088	-28.3666666666667	-13.4666666666667	9.63333333333333	-6.73333333333333	8.1	-30.3	-28.6	-24.5	-13.5	-2.4	7	11.7	10.2	3.5	-5.3	-18.4	-26.2	270	41	42	109	78	34.75	12	11	14	12	16	27	38	44	30	28	20	18	40.375	29.4333333333333	55.5666666666667	53.2	23.3	47.75	26.6	44.4	53.7	55.9	57.1	56.9	54.8	47.9	31.4	17.7	20.8	17.3	934.6	386.3	0.6178	206.2939	333.8994	0.6641	199.3556	300.1974	0.6679	149.6962	224.132
WB089	-26.3333333333333	-8.96666666666667	10.6	-8.33333333333333	8.65	-28	-25.8	-20.1	-8.8	2	10	12.3	9.5	2.8	-7.2	-20.6	-25.2	434	75	74	185	100	55	28	23	24	24	26	53	69	63	35	35	30	24	34.325	22.4666666666667	47.6666666666667	44.0666666666667	23.1	40.675	20.6	36.1	46.1	49.8	47.1	44.1	44.7	43.4	30.5	21.5	17.3	10.7	1066	465.8	0.8632	294.4023	341.0714	0.8945	275.8869	308.4261	0.9099	217.1189	238.6055
WB090	-19.0666666666667	-1.33333333333333	14	-4.23333333333333	12.2	-20.7	-17.1	-10.7	-1.2	7.9	13.7	15.5	12.8	6.8	-4.4	-15.1	-19.4	290	29	35	168	58	49	10	8	7	5	23	57	63	48	28	17	13	11	42.15	37.4333333333333	53.2	42.3	35.6666666666667	41.6	36.1	46.7	54.7	53.4	51.5	45.2	43	38.7	39.5	32	35.5	29.5	1679.6	918.1	0.7249	289.9166	399.9619	0.7475	284.771	380.9613	0.7571	247.5915	327.0239
WB091	-20.7666666666667	-1.83333333333333	13.7666666666667	-4.66666666666667	12	-22.7	-18.1	-11.5	-1.4	7.4	13.6	15.2	12.5	6.7	-4.7	-16	-21.5	338	54	41	169	74	50.75	19	17	12	9	20	50	63	56	34	21	19	18	42.7083333333333	39.0666666666667	53.6333333333333	41.8333333333333	36.3	41.25	37.7	47.9	55.4	53.8	51.7	45	42.6	37.9	39.5	32.4	37	31.6	1636.3	882.9	0.7009	276.8062	394.9298	0.7096	266.6566	375.7754	0.7118	228.7307	321.3334
WB092	-19.3333333333333	-3	12.9	-4.86666666666667	11.1	-20.6	-18.1	-12.1	-3.3	6.4	12.7	14.4	11.6	5.7	-5.1	-15.2	-19.3	345	48	43	177	77	54.5	16	15	14	12	17	44	60	73	41	20	16	17	43.5416666666667	41.5666666666667	54.1	41.6333333333333	36.8666666666667	40.925	40.2	50.4	56.1	54.3	51.9	45.5	42.2	37.2	38.8	34.5	37.3	34.1	1481.2	762.9	0.8	305.3321	381.6629	0.805	289.2741	359.3542	0.7944	240.8075	303.1167
WB093	-19.3333333333333	-3	12.9	-4.86666666666667	11.1	-20.6	-18.1	-12.1	-3.3	6.4	12.7	14.4	11.6	5.7	-5.1	-15.2	-19.3	345	48	43	177	77	54.5	16	15	14	12	17	44	60	73	41	20	16	17	43.5416666666667	41.5666666666667	54.1	41.6333333333333	36.8666666666667	40.925	40.2	50.4	56.1	54.3	51.9	45.5	42.2	37.2	38.8	34.5	37.3	34.1	1481.2	762.9	0.8002	305.4179	381.687	0.8052	289.3572	359.3695	0.7947	240.8957	303.1269
WB094	-26.6666666666667	-7.1	12.8	-6.36666666666667	10.825	-28.7	-25.9	-19.1	-6.6	4.4	12.1	14.4	11.9	4.9	-4.9	-19.1	-25.4	324	51	50	145	78	43.25	19	14	14	15	21	45	52	48	28	30	20	18	36.8916666666667	24.7	50.1333333333333	47.8333333333333	24.9	44.025	22	38.9	48.7	52.7	49	48.1	49.5	45.9	32.6	22.7	19.4	13.2	1383.2	708.7	0.7017	262.7018	374.3586	0.7312	255.195	349.0272	0.7411	216.7357	292.4362
WB095	-26.6	-6.96666666666667	13.0333333333333	-5.9	11.075	-28.8	-25.8	-18.9	-6.5	4.5	12.2	14.7	12.2	5.2	-4.4	-18.5	-25.2	308	47	48	135	78	40.75	17	13	13	14	21	41	48	46	28	30	20	17	37.5	25.2333333333333	50.7	48.8333333333333	25.2333333333333	44.875	22.3	39.6	49.2	53.3	49.6	49.2	50.8	46.5	33	22.9	19.8	13.8	1417.7	736	0.6847	259.2916	378.7103	0.7055	249.8277	354.1307	0.7094	212.6497	299.7515
WB096	-21.1	-1.33333333333333	14.3666666666667	-4.26666666666667	12.6	-23.1	-18.2	-11.2	-0.8	8	14.3	15.8	13	7.3	-4.3	-15.8	-22	359	62	43	167	87	51.5	22	19	13	10	20	46	62	59	39	25	23	21	43.175	39.6	54.0666666666667	42.2333333333333	36.8	41.675	38.1	48.3	55.8	54.2	52.2	45.4	43.1	38.2	40	32.7	37.7	32.4	1736	964.9	0.7277	293.262	402.9904	0.7306	281.5146	385.3217	0.7203	240.0756	333.2866
WB097	-21.1333333333333	-1.36666666666667	14.3666666666667	-4.33333333333333	12.575	-23.2	-18.2	-11.3	-0.8	8	14.3	15.8	13	7.2	-4.4	-15.8	-22	359	62	43	168	86	51.75	22	19	13	10	20	47	62	59	39	25	22	21	43.15	39.5666666666667	54.0666666666667	42.2	36.7666666666667	41.65	38.1	48.3	55.8	54.2	52.2	45.4	43.1	38.1	40	32.6	37.7	32.3	1732.5	962.8	0.7282	293.2705	402.7334	0.731	281.3806	384.9458	0.7205	239.5119	332.409
WB098	-21.1333333333333	-5.8	11.7	-4.56666666666667	10.3	-21.9	-20.5	-15.3	-6.3	4.2	10.5	13.3	11.3	6.1	-4.7	-15.1	-21	347	56	53	153	85	48	18	21	20	19	14	30	53	70	39	23	23	17	44.3916666666667	44.8666666666667	54.1666666666667	41.2666666666667	37.2666666666667	40.7	40.1	54.5	56.8	54.5	51.2	45.1	42.1	36.6	39	36.5	36.3	40	1311.2	625	0.8466	300.9748	355.528	0.852	283.1871	332.363	0.8369	229.1636	273.8269
WB100	-27.2666666666667	-10.8666666666667	9.1	-9.96666666666667	7.125	-28.9	-27	-21.7	-11	0.1	8.5	10.9	7.9	1.2	-8.9	-22.2	-25.9	404	74	71	178	81	51.5	28	23	25	23	23	51	68	59	28	26	27	23	33.575	22.4666666666667	47.1333333333333	42.4	22.3	39.05	20.6	36.6	46.2	49.4	45.8	42.6	42.9	41.7	29	21.1	16.8	10.2	859.9	322.8	0.8335	263.3778	316.0058	0.8752	242.8918	277.5267	0.8975	180.4608	201.0702
WB101	-23.1	-4.73333333333333	12.9666666666667	-5.8	11.125	-24.7	-21.9	-15.3	-4.9	6	12.7	14.5	11.7	5.6	-5.6	-17.4	-22.7	331	48	44	160	79	48.5	16	15	14	14	16	36	56	68	34	24	21	17	43.7833333333333	42.5333333333333	54.1666666666667	41.6666666666667	36.7666666666667	40.95	39.5	51.9	56.4	54.5	51.6	45.6	42.4	37	38.8	35.2	36.3	36.2	1462.3	759.7	0.7151	266.3265	372.4583	0.7186	251.0461	349.3339	0.7177	212.5148	296.0925
WB102	-26.6666666666667	-7.43333333333333	12.8666666666667	-6.1	10.925	-28.7	-26	-19.4	-7	4.1	12	14.5	12.1	5.1	-4.6	-18.8	-25.3	303	46	46	135	76	40.75	17	12	12	14	20	41	48	46	28	29	19	17	37.0916666666667	24.6333333333333	50.8333333333333	48.2333333333333	24.6666666666667	44.25	21.9	39.2	49.6	53.5	49.4	48.8	50	45.9	32.3	22.2	19.5	12.8	1387.7	714.2	0.6427	238.0532	370.4137	0.6648	230.6146	346.8865	0.6663	193.7929	290.8597
WB103	-28.0333333333333	-11.8	11.6666666666667	-6.16666666666667	9.7	-30.7	-28	-23.6	-11.7	-0.1	9.6	13.8	11.6	3.8	-4.2	-18.1	-25.4	257	48	37	99	73	31.25	15	12	14	10	13	21	35	43	26	25	22	21	40.9833333333333	26.7666666666667	56.1	55.9	25.1666666666667	50.675	23.3	42.8	53.5	58.5	56.3	58.4	58.4	50.9	35	19.3	21.2	14.2	1158	562.9	0.6941	249.7416	359.7975	0.7321	243.7453	332.9413	0.7505	198.8771	264.9785
WB104	-22.4666666666667	-5.83333333333333	11.9666666666667	-5.3	10.4	-23.5	-21.7	-15.8	-6.3	4.6	11.1	13.5	11.3	5.7	-5.2	-16.4	-22.2	335	59	52	145	79	43.75	19	22	20	19	13	29	53	63	30	24	25	18	43.95	43.6666666666667	54.1	41.2666666666667	36.7666666666667	40.625	39.3	53.4	56.6	54.5	51.2	45.2	42.1	36.5	38.7	35.7	35.9	38.3	1332.5	647.3	0.7565	269.9489	356.862	0.7717	256.9014	332.8965	0.7956	220.9011	277.6547
WB105	-26.7	-8.16666666666667	12.6	-7.63333333333333	10.525	-28.3	-26.2	-19.9	-8.2	3.6	12.2	14.4	11.2	4.3	-6.5	-20.7	-25.6	359	63	55	158	83	47	23	19	17	18	20	44	59	55	30	29	24	21	33.9666666666667	20.6333333333333	48.2666666666667	44.5666666666667	22.4	41.15	18.7	35	46.6	50.1	48.1	44.6	45	44.1	30.9	20.4	15.9	8.2	1322.2	673.1	0.8174	290.1543	354.9754	0.8496	278.1422	327.3782	0.8807	240.8032	273.4132
WB106	-19.8666666666667	-2.46666666666667	13.9333333333333	-4.66666666666667	12	-21.2	-18.5	-12	-2.8	7.4	13.9	15.4	12.5	6.2	-4.9	-15.3	-19.9	313	43	37	158	75	49.25	14	13	11	10	16	39	56	63	39	20	16	16	43.4583333333333	40.8333333333333	54.4333333333333	41.9	36.6666666666667	41.2	39.1	49.8	56.5	54.7	52.1	45.7	42.7	37.3	39.1	33.5	37.4	33.6	1623.6	887.4	0.8036	311.5134	387.6599	0.8062	296.5317	367.7969	0.8092	256.6191	317.1399
WB107	-23.1333333333333	-4.33333333333333	13.3333333333333	-6.03333333333333	11.35	-24.7	-22	-15.1	-4.5	6.6	13.3	14.9	11.8	5.4	-5.8	-17.7	-22.7	322	46	40	160	76	48.75	16	13	13	12	15	37	54	69	35	23	18	17	43.4	41.5333333333333	54.1333333333333	41.5666666666667	36.3666666666667	40.8	39	50.9	56.3	54.5	51.6	45.5	42.3	36.9	38.5	34.3	36.3	34.7	1508.7	801.3	0.7452	279.9973	375.7188	0.7516	265.1871	352.8185	0.7321	221.4473	302.4839
WB108	-21.3666666666667	-2.96666666666667	14.1	-5.16666666666667	12.1	-22.7	-20.2	-13.1	-3.3	7.5	14.2	15.6	12.5	6.1	-5.2	-16.4	-21.2	323	46	40	157	80	49.5	15	13	13	11	16	37	53	67	41	22	17	18	43.4333333333333	41	54.3666666666667	41.8666666666667	36.5	41.1	38.9	50.2	56.4	54.7	52	45.7	42.7	37.2	38.8	33.9	36.8	33.9	1633.8	902.6	0.7157	277.048	387.0894	0.7169	262.9131	366.7357	0.6845	217.6209	317.9271
WB109	-26.3	-6.73333333333333	14.6333333333333	-6.16666666666667	12.5	-27.7	-25.9	-19.1	-6.6	5.5	14.3	16.4	13.2	6.1	-5	-19.6	-25.3	329	55	46	145	83	44.25	19	16	13	15	18	40	53	52	32	30	21	20	34.2833333333333	19.6	49.2	46	22.3333333333333	42.5	17.6	34.1	47.1	50.7	49.8	45.9	46.5	45.6	32	19.6	15.4	7.1	1611.9	913.2	0.6941	263.1629	379.1186	0.7018	250.9115	357.5105	0.7083	220.5664	311.4153
WB110	-26.7333333333333	-8.23333333333333	12.7333333333333	-7.13333333333333	10.7	-28.1	-26.5	-20.2	-8.2	3.7	12.2	14.4	11.6	4.6	-5.9	-20.1	-25.6	333	56	50	150	77	44.75	20	17	15	16	19	43	55	52	29	27	21	19	34.675	21.3333333333333	49.4333333333333	45.3333333333333	22.6	41.725	19.1	36.2	48.3	51.3	48.7	45.4	46.3	44.3	30.9	20.3	16.6	8.7	1346	690.2	0.7979	284.4334	356.4871	0.8205	272.071	331.5885	0.8408	233.2405	277.4168
WB111	-26.6	-7.86666666666667	13.3333333333333	-6.86666666666667	11.275	-27.9	-26.4	-20	-7.8	4.2	12.8	15.1	12.1	5.1	-5.7	-20	-25.5	329	55	49	149	76	44.5	20	16	14	16	19	43	54	52	29	27	20	19	34.6	20.8	49.5333333333333	45.6	22.4666666666667	42	18.6	35.7	48.1	51.2	49.3	45.6	46.5	44.7	31.2	20	16.2	8.1	1427.2	758.2	0.7261	263.4743	362.8474	0.7461	253.2268	339.4074	0.7617	219.898	288.7107
WB112	-22.7	-6.5	11.6	-5.56666666666667	10.05	-23.7	-22.1	-16.5	-7	4	10.6	13.2	11	5.4	-5.5	-16.6	-22.3	321	55	49	141	76	42.75	18	20	19	18	12	28	51	62	30	23	23	17	43.5833333333333	43.1	54	41	36.2333333333333	40.3	38.5	53.1	56.6	54.5	50.9	44.9	42	36.1	38.2	35.2	35.3	37.7	1273.1	601.5	0.7903	274.2372	347.0097	0.7968	257.7159	323.4508	0.8089	215.2224	266.0681
WB113	-23.5	-4.7	12.5666666666667	-6.33333333333333	10.675	-25.1	-22.5	-15.1	-4.7	5.7	12.2	14.2	11.3	5	-6.1	-17.9	-22.9	169	11	16	113	29	32.5	4	2	1	2	13	37	41	35	17	7	5	5	39.925	32.1666666666667	52.1333333333333	42.9	32.5	41.725	30	43.4	53.4	52.6	50.4	45.3	43.8	39.6	38.2	28.9	30.4	23.1	1400.8	708.2	0.4601	169.027	367.3529	0.4913	168.9197	343.7873	0.473	137.7	291.1513
WB114	-22.3666666666667	-4.13333333333333	12.8333333333333	-5.73333333333333	11.025	-23.8	-21.1	-14.3	-4.2	6.1	12.5	14.3	11.7	5.6	-5.7	-17.1	-22.2	181	16	18	110	37	32.5	6	4	3	2	13	35	40	35	20	10	7	6	41.0583333333333	34.8666666666667	52.9666666666667	42.4666666666667	33.9333333333333	41.525	32.8	45.2	54.6	53.3	51	45.2	43.5	38.7	38.7	30	33.1	26.6	1456	749.3	0.4894	181.0067	369.8196	0.5178	180.6701	348.9065	0.4989	147.9734	296.5977
WB115	-27	-7.93333333333333	13.6333333333333	-7.23333333333333	11.5	-28.7	-26.5	-20	-7.9	4.1	13.3	15.5	12.1	5.1	-6.1	-20.7	-25.8	325	56	48	141	80	42.5	20	16	14	16	18	38	53	50	29	29	22	20	34.225	20.3333333333333	48.8333333333333	45.2333333333333	22.5	41.725	18.2	35	47.3	50.8	48.4	45.4	45.7	44.6	31.2	20.3	16	7.8	1451	784.6	0.7618	275.6436	361.8356	0.7821	263.7371	337.2347	0.7956	229.7172	288.7283
WB116	-22.5666666666667	-4.33333333333333	12.7	-5.83333333333333	10.9	-24	-21.3	-14.5	-4.4	5.9	12.3	14.2	11.6	5.5	-5.8	-17.2	-22.4	181	17	19	108	37	32	6	4	3	3	13	34	39	35	20	10	7	7	40.8916666666667	34.5333333333333	52.9	42.4333333333333	33.7	41.45	32.4	45	54.5	53.3	50.9	45.2	43.4	38.7	38.5	29.8	32.8	26.2	1434.1	731.8	0.4932	181.0067	366.9894	0.5225	180.6912	345.848	0.5022	147.1234	292.9569
WB117	-25	-6.26666666666667	12.1666666666667	-7.33333333333333	10.2	-26.6	-24.2	-17.5	-6.5	5.2	12	13.8	10.7	4.3	-6.9	-19.4	-24.2	318	51	41	152	74	45.5	18	15	15	12	14	35	53	64	30	24	20	18	42.775	41.3	53.7666666666667	40.5666666666667	35.4666666666667	39.775	38.2	51.1	56.3	54.3	50.7	44.6	41.5	35.6	37.4	33.6	35.4	34.6	1324.1	653.9	0.7127	252.022	353.597	0.7249	237.8583	328.1377	0.7339	202.307	275.6666
WB118	-22.8333333333333	-7.16666666666667	11.1666666666667	-5.8	9.65	-23.7	-22.4	-17.1	-7.7	3.3	10	12.8	10.7	5.1	-5.8	-16.7	-22.4	310	52	47	138	73	41.75	17	19	18	17	12	27	50	61	29	22	22	16	43.2166666666667	42.6333333333333	53.8333333333333	40.7333333333333	35.6666666666667	39.975	37.8	52.9	56.5	54.5	50.5	44.7	41.8	35.7	37.7	34.6	34.7	37.2	1206.6	550.7	0.9105	307.2623	337.4739	0.9252	289.9384	313.3951	0.9615	243.5292	253.2679
WB119	-21.2	-3.16666666666667	13.9333333333333	-5.23333333333333	11.95	-22.5	-19.9	-13.2	-3.6	7.3	14	15.4	12.4	6	-5.5	-16.2	-21.2	296	42	35	146	73	45.75	14	12	11	10	14	36	51	59	37	20	16	16	43.1166666666667	40.4333333333333	54.4	41.5	36.1333333333333	40.775	38.2	49.7	56.6	54.8	51.8	45.4	42.5	36.6	38.6	32.8	37	33.4	1606.5	881.1	0.8024	304.2943	379.2155	0.8061	290.0734	359.8422	0.8057	250.3916	310.7924
WB120	-24.0333333333333	-6.63333333333333	11.8333333333333	-6.4	10.1	-25.4	-23.3	-17.3	-7	4.4	11.2	13.4	10.9	4.9	-6.1	-18	-23.4	310	51	44	140	75	42.25	17	17	16	15	13	30	50	60	29	24	22	17	43.0833333333333	41.8666666666667	53.9333333333333	40.9	35.6333333333333	40.1	37.8	51.9	56.5	54.5	50.8	44.9	41.9	35.9	37.7	34.2	35	35.9	1289.1	619.8	0.6992	242.9996	347.5246	0.7167	231.5935	323.1509	0.7267	195.631	269.2092
WB121	-27.5333333333333	-7.63333333333333	14.4333333333333	-7.03333333333333	12.225	-29.5	-26.8	-20	-7.5	4.6	14.2	16.3	12.8	5.6	-5.7	-21	-26.3	316	54	46	132	84	40.5	19	15	13	16	17	35	49	48	30	32	22	20	34.8	20.8333333333333	49.2666666666667	45.9666666666667	23.1333333333333	42.4	18.4	35.6	47.7	51.5	48.6	46.2	46.6	45.1	31.7	21	16.7	8.5	1552	872.6	0.6776	250.8618	370.2288	0.6914	240.6114	348.0307	0.6972	208.5149	299.0693
WB122	-27.7333333333333	-8.16666666666667	14.0333333333333	-7.26666666666667	11.85	-29.6	-27.2	-20.7	-8	4.2	13.8	15.9	12.4	5.3	-6	-21.1	-26.4	315	54	46	135	80	41	19	15	13	16	17	36	50	49	29	30	21	20	34.6	20.7	49.3333333333333	45.6666666666667	22.7	42.075	18.4	35.5	47.9	51.5	48.6	45.9	46.3	44.8	31.3	20.4	16.4	8.2	1495.5	825.7	0.6851	250.0126	364.9314	0.7067	240.6025	340.4662	0.714	208.499	292.0036
WB123	-27.6	-8.46666666666667	13.6333333333333	-7.46666666666667	11.475	-29.4	-27.1	-20.8	-8.4	3.8	13.3	15.5	12.1	5	-6.2	-21.2	-26.3	315	54	47	137	77	41.25	19	16	14	16	17	37	51	49	28	28	21	19	34.425	20.7333333333333	49.1333333333333	45.3	22.5333333333333	41.725	18.5	35.6	47.8	51.3	48.3	45.6	45.9	44.4	31	20.3	16.3	8.1	1440.2	779.5	0.6977	250.3745	358.8652	0.7236	241.7517	334.0732	0.734	209.1149	284.9071
WB124	-27.1	-9.2	12.4333333333333	-7.3	10.45	-28.4	-27.1	-21.2	-9.3	2.9	11.7	14.2	11.4	4.5	-6.1	-20.3	-25.8	302	51	44	138	69	41.25	18	15	13	14	17	39	50	49	27	24	18	18	34.8416666666667	21.5666666666667	50.1	45.4	22.3	41.6	19.3	36.8	49.4	52.3	48.6	45.8	46.5	43.9	30.2	19.8	16.9	8.6	1296.1	653.8	0.7672	264.942	345.3344	0.7865	252.5425	321.0849	0.7976	211.8823	265.6489
WB125	-23.6666666666667	-5.53333333333333	12.6666666666667	-7.33333333333333	10.55	-25	-22.8	-16.1	-6.1	5.6	12.8	14.2	11	4.2	-7.4	-18.8	-23.2	328	53	43	154	78	48	18	15	16	13	14	38	53	63	38	21	19	20	42.2583333333333	40.3666666666667	53.6333333333333	40.0666666666667	34.9666666666667	39.275	37.9	50.1	56.3	54.1	50.5	44.1	41.1	35	36.9	32.3	35.7	33.1	1378.3	705.1	0.8046	286.5498	356.1175	0.8194	270.7074	330.3568	0.83	231.8134	279.3029
WB126	-26.0666666666667	-8.33333333333333	11.5333333333333	-8.16666666666667	9.425	-27.9	-25.3	-18.7	-8.6	2.3	10.7	13.6	10.3	3.1	-7.6	-20	-25	329	62	50	131	86	39.5	20	18	18	16	16	39	46	46	27	32	27	24	34.2333333333333	22.1666666666667	47.0666666666667	42.9333333333333	24.7666666666667	40.525	17.5	38.9	47.9	48.2	45.1	42.8	43.5	42.5	33.3	23.3	17.7	10.1	1164.6	553.7	0.6153	205.5098	333.9761	0.6544	199.5873	304.9948	0.6397	156.2904	244.3078
WB127	-24.0333333333333	-5.86666666666667	12.1	-6.63333333333333	10.225	-25.6	-23.4	-16.3	-6.1	4.8	11.7	13.7	10.9	4.6	-6.4	-18.1	-23.1	175	16	17	104	38	30.75	5	4	2	3	12	32	36	36	19	12	7	7	39.4416666666667	30.9333333333333	52.0666666666667	43.1333333333333	31.6333333333333	41.8	28.4	42.8	53.4	52.6	50.2	45.4	44.2	39.8	37.8	27.9	29.2	21.6	1317.6	645.5	0.4951	174.989	353.4673	0.5271	174.693	331.4243	0.5104	141.937	278.0828
